Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q91VC4	PLVAP_MOUSE	reviewed	Plasmalemma vesicle-associated protein (MECA-32 antigen) (Plasmalemma vesicle protein 1) (PV-1)	Plvap Pv1	Mus musculus (Mouse)	438
Q9WV78	PLVAP_RAT	reviewed	Plasmalemma vesicle-associated protein (Plasmalemma vesicle protein 1) (PV-1) (gp68)	Plvap Pv1	Rattus norvegicus (Rat)	438
P05030	PMA1_YEAST	reviewed	Plasma membrane ATPase 1 (EC 3.6.3.6) (Proton pump 1)	PMA1 YGL008C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	918
Q52S86	PODXL_CANFA	reviewed	Podocalyxin (Gp135) (Podocalyxin-like protein 1) (PC) (PC-like protein 1) (PCLP-1) (cPCLP1)	PODXL PCLP PCLP1	Canis familiaris (Dog) (Canis lupus familiaris)	571
O57604	PODXL_CHICK	reviewed	Podocalyxin (Podocalyxin-like protein 1) (PC) (PCLP-1) (Thrombomucin)	PODXL MEP21 PCLP PCLP1	Gallus gallus (Chicken)	571
O00592	PODXL_HUMAN	reviewed	Podocalyxin (GCTM-2 antigen) (Gp200) (Podocalyxin-like protein 1) (PC) (PCLP-1)	PODXL PCLP PCLP1	Homo sapiens (Human)	558
Q28645	PODXL_RABIT	reviewed	Podocalyxin (Podocalyxin-like protein 1) (PC) (PCLP-1)	PODXL PCLP1	Oryctolagus cuniculus (Rabbit)	551
Q9R0M4	PODXL_MOUSE	reviewed	Podocalyxin (Podocalyxin-like protein 1) (PC) (PCLP-1)	Podxl Pclp1	Mus musculus (Mouse)	503
Q8K4G9	PODO_RAT	reviewed	Podocin	Nphs2	Rattus norvegicus (Rat)	383
Q9WTQ2	PODXL_RAT	reviewed	Podocalyxin (Podocalyxin-like protein 1) (PC) (PCLP-1)	Podxl Pclp1	Rattus norvegicus (Rat)	485
Q91X05	PODO_MOUSE	reviewed	Podocin	Nphs2	Mus musculus (Mouse)	385
Q9ESD1	PRSS8_MOUSE	reviewed	Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]	Prss8 Cap1	Mus musculus (Mouse)	342
Q6RH31	PSN1_CANFA	reviewed	Presenilin-1 (PS-1) (EC 3.4.23.-) [Cleaved into: Presenilin-1 NTF subunit; Presenilin-1 CTF subunit; Presenilin-1 CTF12 (PS1-CTF12)]	PSEN1	Canis familiaris (Dog) (Canis lupus familiaris)	466
Q9W6T7	PSN1_DANRE	reviewed	Presenilin-1 (PS-1) (Zf-PS1) (EC 3.4.23.-)	psen1	Danio rerio (Zebrafish) (Brachydanio rerio)	456
Q90X07	PSN2_CHICK	reviewed	Presenilin-2 (PS-2) (EC 3.4.23.-) [Cleaved into: Presenilin-2 NTF subunit; Presenilin-2 CTF subunit]	PSEN2	Gallus gallus (Chicken)	451
Q90ZE4	PSN2_DANRE	reviewed	Presenilin-2 (PS-2) (Zf-PS2) (EC 3.4.23.-) (Pre2)	psen2	Danio rerio (Zebrafish) (Brachydanio rerio)	441
Q9XT96	PSN2_BOVIN	reviewed	Presenilin-2 (PS-2) (EC 3.4.23.-) [Cleaved into: Presenilin-2 NTF subunit; Presenilin-2 CTF subunit]	PSEN2	Bos taurus (Bovine)	449
P49810	PSN2_HUMAN	reviewed	Presenilin-2 (PS-2) (EC 3.4.23.-) (AD3LP) (AD5) (E5-1) (STM-2) [Cleaved into: Presenilin-2 NTF subunit; Presenilin-2 CTF subunit]	PSEN2 AD4 PS2 PSNL2 STM2	Homo sapiens (Human)	448
P52166	PSN_CAEEL	reviewed	Presenilin sel-12 (Suppressor/enhancer of lin-12 protein 12)	sel-12 F35H12.3	Caenorhabditis elegans	444
Q61144	PSN2_MOUSE	reviewed	Presenilin-2 (PS-2) (EC 3.4.23.-) [Cleaved into: Presenilin-2 NTF subunit; Presenilin-2 CTF subunit]	Psen2 Ad4h Alg3 Ps-2 Psnl2	Mus musculus (Mouse)	448
O02194	PSN_DROME	reviewed	Presenilin homolog (DmPS) (EC 3.4.23.-) (dPS)	Psn PS CG18803	Drosophila melanogaster (Fruit fly)	541
P49769	PSN1_MOUSE	reviewed	Presenilin-1 (PS-1) (EC 3.4.23.-) (Protein S182) [Cleaved into: Presenilin-1 NTF subunit; Presenilin-1 CTF subunit; Presenilin-1 CTF12 (PS1-CTF12)]	Psen1 Ad3h Psnl1	Mus musculus (Mouse)	467
Q4JIM4	PSN1_CHICK	reviewed	Presenilin-1 (PS-1) (EC 3.4.23.-) [Cleaved into: Presenilin-1 NTF subunit; Presenilin-1 CTF subunit]	PSEN1	Gallus gallus (Chicken)	468
P97887	PSN1_RAT	reviewed	Presenilin-1 (PS-1) (EC 3.4.23.-) (Protein S182) [Cleaved into: Presenilin-1 NTF subunit; Presenilin-1 CTF subunit; Presenilin-1 CTF12 (PS1-CTF12)]	Psen1 Psnl1	Rattus norvegicus (Rat)	468
Q9XT97	PSN1_BOVIN	reviewed	Presenilin-1 (PS-1) (EC 3.4.23.-) [Cleaved into: Presenilin-1 NTF subunit; Presenilin-1 CTF subunit; Presenilin-1 CTF12 (PS1-CTF12)]	PSEN1	Bos taurus (Bovine)	478
P49768	PSN1_HUMAN	reviewed	Presenilin-1 (PS-1) (EC 3.4.23.-) (Protein S182) [Cleaved into: Presenilin-1 NTF subunit; Presenilin-1 CTF subunit; Presenilin-1 CTF12 (PS1-CTF12)]	PSEN1 AD3 PS1 PSNL1	Homo sapiens (Human)	467
Q13635	PTC1_HUMAN	reviewed	Protein patched homolog 1 (PTC) (PTC1)	PTCH1 PTCH	Homo sapiens (Human)	1447
Q61115	PTC1_MOUSE	reviewed	Protein patched homolog 1 (PTC) (PTC1)	Ptch1 Ptch	Mus musculus (Mouse)	1434
Q16647	PTGIS_HUMAN	reviewed	Prostacyclin synthase (EC 5.3.99.4) (Prostaglandin I2 synthase)	PTGIS CYP8 CYP8A1	Homo sapiens (Human)	500
O35074	PTGIS_MOUSE	reviewed	Prostacyclin synthase (EC 5.3.99.4) (Prostaglandin I2 synthase)	Ptgis Cyp8	Mus musculus (Mouse)	501
Q29626	PTGIS_BOVIN	reviewed	Prostacyclin synthase (EC 5.3.99.4) (Prostaglandin I2 synthase)	PTGIS CYP8	Bos taurus (Bovine)	500
Q62969	PTGIS_RAT	reviewed	Prostacyclin synthase (EC 5.3.99.4) (Prostaglandin I2 synthase)	Ptgis Cyp8	Rattus norvegicus (Rat)	501
P08575	PTPRC_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase C (EC 3.1.3.48) (Leukocyte common antigen) (L-CA) (T200) (CD antigen CD45)	PTPRC CD45	Homo sapiens (Human)	1304
P04157	PTPRC_RAT	reviewed	Receptor-type tyrosine-protein phosphatase C (EC 3.1.3.48) (Leukocyte common antigen) (L-CA) (T200) (CD antigen CD45)	Ptprc	Rattus norvegicus (Rat)	1273
P06800	PTPRC_MOUSE	reviewed	Receptor-type tyrosine-protein phosphatase C (EC 3.1.3.48) (Leukocyte common antigen) (L-CA) (Lymphocyte antigen 5) (Ly-5) (T200) (CD antigen CD45)	Ptprc Ly-5	Mus musculus (Mouse)	1291
Q80WD0	R4RL1_RAT	reviewed	Reticulon-4 receptor-like 1 (Nogo receptor-like 2) (Nogo-66 receptor homolog 2) (Nogo-66 receptor-related protein 3) (NgR3)	Rtn4rl1 Ngrh2	Rattus norvegicus (Rat)	445
Q8K0S5	R4RL1_MOUSE	reviewed	Reticulon-4 receptor-like 1 (Nogo receptor-like 2) (Nogo-66 receptor homolog 2) (Nogo-66 receptor-related protein 3) (NgR3)	Rtn4rl1 Ngrl2	Mus musculus (Mouse)	445
P35546	RET_MOUSE	reviewed	Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment]	Ret	Mus musculus (Mouse)	1115
P07949	RET_HUMAN	reviewed	Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Cadherin family member 12) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment]	RET CDHF12 CDHR16 PTC RET51	Homo sapiens (Human)	1114
G3V9H8	RET_RAT	reviewed	Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment]	Ret	Rattus norvegicus (Rat)	1115
Q5E9P3	S1PR1_BOVIN	reviewed	Sphingosine 1-phosphate receptor 1 (S1P receptor 1) (S1P1) (Endothelial differentiation G-protein coupled receptor 1) (Sphingosine 1-phosphate receptor Edg-1) (S1P receptor Edg-1) (CD antigen CD363)	S1PR1 EDG1	Bos taurus (Bovine)	382
P48303	S1PR1_RAT	reviewed	Sphingosine 1-phosphate receptor 1 (S1P receptor 1) (S1P1) (Endothelial differentiation G-protein coupled receptor 1) (Sphingosine 1-phosphate receptor Edg-1) (S1P receptor Edg-1) (CD antigen CD363)	S1pr1 Edg1	Rattus norvegicus (Rat)	383
P21453	S1PR1_HUMAN	reviewed	Sphingosine 1-phosphate receptor 1 (S1P receptor 1) (S1P1) (Endothelial differentiation G-protein coupled receptor 1) (Sphingosine 1-phosphate receptor Edg-1) (S1P receptor Edg-1) (CD antigen CD363)	S1PR1 CHEDG1 EDG1	Homo sapiens (Human)	382
O08530	S1PR1_MOUSE	reviewed	Sphingosine 1-phosphate receptor 1 (S1P receptor 1) (S1P1) (Endothelial differentiation G-protein coupled receptor 1) (Lysophospholipid receptor B1) (Sphingosine 1-phosphate receptor Edg-1) (S1P receptor Edg-1) (CD antigen CD363)	S1pr1 Edg1 Lpb1	Mus musculus (Mouse)	382
Q4U2R8	S22A6_HUMAN	reviewed	Solute carrier family 22 member 6 (Organic anion transporter 1) (hOAT1) (PAH transporter) (hPAHT) (Renal organic anion transporter 1) (hROAT1)	SLC22A6 OAT1 PAHT	Homo sapiens (Human)	563
Q8VC69	S22A6_MOUSE	reviewed	Solute carrier family 22 member 6 (Kidney-specific transport protein) (Novel kidney transcript) (mNKT) (Organic anion transporter 1) (Renal organic anion transporter 1) (mROAT1)	Slc22a6 Nkt Oat1	Mus musculus (Mouse)	545
O35956	S22A6_RAT	reviewed	Solute carrier family 22 member 6 (Organic anion transporter 1) (rOAT1) (renal organic anion transporter 1) (rROAT1)	Slc22a6 Oat1	Rattus norvegicus (Rat)	551
P97849	S27A1_RAT	reviewed	Long-chain fatty acid transport protein 1 (FATP-1) (Fatty acid transport protein 1) (EC 6.2.1.-) (Solute carrier family 27 member 1)	Slc27a1 Fatp Fatp1	Rattus norvegicus (Rat)	646
P23975	SC6A2_HUMAN	reviewed	Sodium-dependent noradrenaline transporter (Norepinephrine transporter) (NET) (Solute carrier family 6 member 2)	SLC6A2 NAT1 NET1 SLC6A5	Homo sapiens (Human)	617
O55192	SC6A2_MOUSE	reviewed	Sodium-dependent noradrenaline transporter (Norepinephrine transporter) (NET) (Solute carrier family 6 member 2)	Slc6a2	Mus musculus (Mouse)	617
P31645	SC6A4_HUMAN	reviewed	Sodium-dependent serotonin transporter (5HT transporter) (5HTT) (Solute carrier family 6 member 4)	SLC6A4 HTT SERT	Homo sapiens (Human)	630
P31652	SC6A4_RAT	reviewed	Sodium-dependent serotonin transporter (5HT transporter) (5HTT) (Solute carrier family 6 member 4)	Slc6a4	Rattus norvegicus (Rat)	630
Q60857	SC6A4_MOUSE	reviewed	Sodium-dependent serotonin transporter (5HT transporter) (5HTT) (Solute carrier family 6 member 4)	Slc6a4 Htt Sert	Mus musculus (Mouse)	630
Q14524	SCN5A_HUMAN	reviewed	Sodium channel protein type 5 subunit alpha (HH1) (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5)	SCN5A	Homo sapiens (Human)	2016
Q60417	SCRB1_CRIGR	reviewed	Scavenger receptor class B member 1 (SRB1) (HaSR-BI) (SR-BI)	SCARB1	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	509
Q8SQC1	SCRB1_PIG	reviewed	Scavenger receptor class B member 1 (SRB1) (High density lipoprotein receptor SR-BI) (SR-BI)	SCARB1	Sus scrofa (Pig)	509
O18824	SCRB1_BOVIN	reviewed	Scavenger receptor class B member 1 (SRB1) (SR-BI)	SCARB1	Bos taurus (Bovine)	509
P97943	SCRB1_RAT	reviewed	Scavenger receptor class B member 1 (SRB1) (SR-BI)	Scarb1	Rattus norvegicus (Rat)	509
Q8WTV0	SCRB1_HUMAN	reviewed	Scavenger receptor class B member 1 (SRB1) (CD36 and LIMPII analogous 1) (CLA-1) (CD36 antigen-like 1) (Collagen type I receptor, thrombospondin receptor-like 1) (SR-BI) (CD antigen CD36)	SCARB1 CD36L1 CLA1	Homo sapiens (Human)	552
Q61009	SCRB1_MOUSE	reviewed	Scavenger receptor class B member 1 (SRB1) (SR-BI)	Scarb1 Srb1	Mus musculus (Mouse)	509
O35988	SDC4_MOUSE	reviewed	Syndecan-4 (SYND4) (Ryudocan core protein)	Sdc4	Mus musculus (Mouse)	198
P31431	SDC4_HUMAN	reviewed	Syndecan-4 (SYND4) (Amphiglycan) (Ryudocan core protein)	SDC4	Homo sapiens (Human)	198
P34901	SDC4_RAT	reviewed	Syndecan-4 (SYND4) (Ryudocan core protein)	Sdc4 Synd4	Rattus norvegicus (Rat)	202
Q16586	SGCA_HUMAN	reviewed	Alpha-sarcoglycan (Alpha-SG) (50 kDa dystrophin-associated glycoprotein) (50DAG) (Adhalin) (Dystroglycan-2)	SGCA ADL DAG2	Homo sapiens (Human)	387
P82350	SGCA_MOUSE	reviewed	Alpha-sarcoglycan (Alpha-SG) (50 kDa dystrophin-associated glycoprotein) (50DAG) (Adhalin)	Sgca	Mus musculus (Mouse)	387
Q61165	SL9A1_MOUSE	reviewed	Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)	Slc9a1 Nhe1	Mus musculus (Mouse)	820
P19634	SL9A1_HUMAN	reviewed	Sodium/hydrogen exchanger 1 (APNH) (Na(+)/H(+) antiporter, amiloride-sensitive) (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)	SLC9A1 APNH1 NHE1	Homo sapiens (Human)	815
P26431	SL9A1_RAT	reviewed	Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)	Slc9a1 Nhe1	Rattus norvegicus (Rat)	820
P56726	SMO_MOUSE	reviewed	Smoothened homolog (SMO)	Smo Smoh	Mus musculus (Mouse)	793
Q01608	SPE4_CAEEL	reviewed	Presenilin spe-4	spe-4 ZK524.1	Caenorhabditis elegans	465
Q6PE84	STML3_MOUSE	reviewed	Stomatin-like protein 3 (SLP-3) (Stomatin-related olfactory protein)	Stoml3 Sro	Mus musculus (Mouse)	287
Q8TAV4	STML3_HUMAN	reviewed	Stomatin-like protein 3 (SLP-3)	STOML3	Homo sapiens (Human)	291
G3V7P1	STX12_RAT	reviewed	Syntaxin-12 (Syntaxin-13)	Stx12 Stx13	Rattus norvegicus (Rat)	274
Q86Y82	STX12_HUMAN	reviewed	Syntaxin-12	STX12	Homo sapiens (Human)	276
Q9ER00	STX12_MOUSE	reviewed	Syntaxin-12	Stx12	Mus musculus (Mouse)	274
Q00262	STX2_MOUSE	reviewed	Syntaxin-2 (Epimorphin)	Stx2 Epim	Mus musculus (Mouse)	289
P32856	STX2_HUMAN	reviewed	Syntaxin-2 (Epimorphin)	STX2 EPIM STX2A STX2B STX2C	Homo sapiens (Human)	288
P23739	SUIS_RAT	reviewed	Sucrase-isomaltase, intestinal [Cleaved into: Sucrase (EC 3.2.1.48); Isomaltase (EC 3.2.1.10)]	Si	Rattus norvegicus (Rat)	1841
Q5A4M8	SUR7_CANAL	reviewed	Protein SUR7	SUR7 CaO19.10917 CaO19.3414	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	270
P54003	SUR7_YEAST	reviewed	Protein SUR7	SUR7 YML052W YM9958.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	302
Q64729	TGFR1_MOUSE	reviewed	TGF-beta receptor type-1 (TGFR-1) (EC 2.7.11.30) (ESK2) (Transforming growth factor-beta receptor type I) (TGF-beta receptor type I) (TbetaR-I)	Tgfbr1	Mus musculus (Mouse)	503
P80204	TGFR1_RAT	reviewed	TGF-beta receptor type-1 (TGFR-1) (EC 2.7.11.30) (Serine/threonine-protein kinase receptor R4) (SKR4) (TGF-beta type I receptor) (Transforming growth factor-beta receptor type I) (TGF-beta receptor type I) (TbetaR-I)	Tgfbr1	Rattus norvegicus (Rat)	501
Q62312	TGFR2_MOUSE	reviewed	TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II) (TGF-beta receptor type II) (TbetaR-II)	Tgfbr2	Mus musculus (Mouse)	592
P37173	TGFR2_HUMAN	reviewed	TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II) (TGF-beta receptor type II) (TbetaR-II)	TGFBR2	Homo sapiens (Human)	567
P38438	TGFR2_RAT	reviewed	TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II) (TGF-beta receptor type II) (TbetaR-II)	Tgfbr2	Rattus norvegicus (Rat)	567
Q06807	TIE2_BOVIN	reviewed	Angiopoietin-1 receptor (EC 2.7.10.1) (Endothelial tyrosine kinase) (Tyrosine kinase with Ig and EGF homology domains-2) (Tyrosine-protein kinase receptor TIE-2) (CD antigen CD202b)	TEK TIE-2 TIE2	Bos taurus (Bovine)	1125
Q02763	TIE2_HUMAN	reviewed	Angiopoietin-1 receptor (EC 2.7.10.1) (Endothelial tyrosine kinase) (Tunica interna endothelial cell kinase) (Tyrosine kinase with Ig and EGF homology domains-2) (Tyrosine-protein kinase receptor TEK) (Tyrosine-protein kinase receptor TIE-2) (hTIE2) (p140 TEK) (CD antigen CD202b)	TEK TIE2 VMCM VMCM1	Homo sapiens (Human)	1124
P48023	TNFL6_HUMAN	reviewed	Tumor necrosis factor ligand superfamily member 6 (Apoptosis antigen ligand) (APTL) (CD95 ligand) (CD95-L) (Fas antigen ligand) (Fas ligand) (FasL) (CD antigen CD178) [Cleaved into: Tumor necrosis factor ligand superfamily member 6, membrane form; Tumor necrosis factor ligand superfamily member 6, soluble form (Receptor-binding FasL ectodomain) (Soluble Fas ligand) (sFasL); ADAM10-processed FasL form (APL); FasL intracellular domain (FasL ICD) (SPPL2A-processed FasL form) (SPA)]	FASLG APT1LG1 CD95L FASL TNFSF6	Homo sapiens (Human)	281
P41047	TNFL6_MOUSE	reviewed	Tumor necrosis factor ligand superfamily member 6 (CD95 ligand) (CD95-L) (Fas antigen ligand) (Fas ligand) (FasL) (CD antigen CD178) [Cleaved into: Tumor necrosis factor ligand superfamily member 6, membrane form; Tumor necrosis factor ligand superfamily member 6, soluble form (Receptor-binding FasL ectodomain) (Soluble Fas ligand) (sFasL); ADAM10-processed FasL form (APL); FasL intracellular domain (FasL ICD) (SPPL2A-processed FasL form) (SPA)]	Faslg Apt1lg1 Cd95l Fasl gld Tnfsf6	Mus musculus (Mouse)	279
P36940	TNFL6_RAT	reviewed	Tumor necrosis factor ligand superfamily member 6 (CD95 ligand) (CD95-L) (Fas antigen ligand) (Fas ligand) (FasL) (CD antigen CD178) [Cleaved into: Tumor necrosis factor ligand superfamily member 6, membrane form; Tumor necrosis factor ligand superfamily member 6, soluble form (Receptor-binding FasL ectodomain) (Soluble Fas ligand) (sFasL); ADAM10-processed FasL form (APL); FasL intracellular domain (FasL ICD) (SPPL2A-processed FasL form) (SPA)]	Faslg Apt1Lg1 Cd95l Fasl Tnfsf6	Rattus norvegicus (Rat)	278
Q06599	TNFA_BOVIN	reviewed	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	TNF TNFA TNFSF2	Bos taurus (Bovine)	234
P51742	TNFA_CANFA	reviewed	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	TNF TNFA TNFSF2	Canis familiaris (Dog) (Canis lupus familiaris)	233
P29553	TNFA_HORSE	reviewed	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	TNF TNFA TNFSF2	Equus caballus (Horse)	234
P51435	TNFA_CAVPO	reviewed	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	TNF TNFA TNFSF2	Cavia porcellus (Guinea pig)	234
P23383	TNFA_SHEEP	reviewed	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	TNF TNFA TNFSF2	Ovis aries (Sheep)	234
Q19LH4	TNFA_CALJA	reviewed	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	TNF TNFA TNFSF2	Callithrix jacchus (White-tufted-ear marmoset)	232
Q8HZD9	TNFA_PANTR	reviewed	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	TNF TNFA TNFSF2	Pan troglodytes (Chimpanzee)	232
P48094	TNFA_MACMU	reviewed	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	TNF TNFA TNFSF2	Macaca mulatta (Rhesus macaque)	233
P16599	TNFA_RAT	reviewed	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	Tnf Tnfa Tnfsf2	Rattus norvegicus (Rat)	235
P06804	TNFA_MOUSE	reviewed	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	Tnf Tnfa Tnfsf2	Mus musculus (Mouse)	235
O77764	TNFA_MACEU	reviewed	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	TNF TNFA TNFSF2	Macropus eugenii (Tammar wallaby)	233
Q9BEA1	TNFA_TURTR	reviewed	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	TNF TNFA TNFSF2	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	233
P04924	TNFA_RABIT	reviewed	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	TNF TNFA TNFSF2	Oryctolagus cuniculus (Rabbit)	235
P23563	TNFA_PIG	reviewed	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	TNF TNFA TNFSF2	Sus scrofa (Pig)	232
P01375	TNFA_HUMAN	reviewed	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	TNF TNFA TNFSF2	Homo sapiens (Human)	233
P25119	TNR1B_MOUSE	reviewed	Tumor necrosis factor receptor superfamily member 1B (Tumor necrosis factor receptor 2) (TNF-R2) (Tumor necrosis factor receptor type II) (TNF-RII) (TNFR-II) (p75) (p80 TNF-alpha receptor) (CD antigen CD120b)	Tnfrsf1b Tnfr-2 Tnfr2	Mus musculus (Mouse)	474
Q80WY6	TNR1B_RAT	reviewed	Tumor necrosis factor receptor superfamily member 1B (Tumor necrosis factor receptor 2) (TNF-R2) (Tumor necrosis factor receptor type II) (TNF-RII) (TNFR-II) (p75) (p80 TNF-alpha receptor) (CD antigen CD120b)	Tnfrsf1b Tnfr2	Rattus norvegicus (Rat)	474
P07174	TNR16_RAT	reviewed	Tumor necrosis factor receptor superfamily member 16 (Gp80-LNGFR) (Low affinity neurotrophin receptor p75NTR) (Low-affinity nerve growth factor receptor) (NGF receptor) (p75 ICD) (CD antigen CD271)	Ngfr Tnfrsf16	Rattus norvegicus (Rat)	425
P20333	TNR1B_HUMAN	reviewed	Tumor necrosis factor receptor superfamily member 1B (Tumor necrosis factor receptor 2) (TNF-R2) (Tumor necrosis factor receptor type II) (TNF-RII) (TNFR-II) (p75) (p80 TNF-alpha receptor) (CD antigen CD120b) (Etanercept) [Cleaved into: Tumor necrosis factor receptor superfamily member 1b, membrane form; Tumor necrosis factor-binding protein 2 (TBP-2) (TBPII)]	TNFRSF1B TNFBR TNFR2	Homo sapiens (Human)	461
