Entry	Entry name	Status	Protein names	Gene names	Organism	Length
H0WJ48	H0WJ48_OTOGA	unreviewed	Uncharacterized protein (Fragment)	GPC1	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	505
H0X4L3	H0X4L3_OTOGA	unreviewed	Uncharacterized protein		Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	288
H0XRA8	H0XRA8_OTOGA	unreviewed	Hyaluronidase (EC 3.2.1.35) (Hyaluronoglucosaminidase)	HYAL2	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	473
H0WNU1	H0WNU1_OTOGA	unreviewed	Uncharacterized protein	RAB5A	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	208
H0WT43	H0WT43_OTOGA	unreviewed	Uncharacterized protein	HK1	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	917
H0XC75	H0XC75_OTOGA	unreviewed	Uncharacterized protein	LAT2	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	210
H0XBR4	H0XBR4_OTOGA	unreviewed	Uncharacterized protein (Fragment)	CD4	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	375
H0XAW7	H0XAW7_OTOGA	unreviewed	Uncharacterized protein (Fragment)	CD14	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	378
H0XLT3	H0XLT3_OTOGA	unreviewed	Uncharacterized protein	EFNB1	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	346
H0WU77	H0WU77_OTOGA	unreviewed	Uncharacterized protein (Fragment)	FAS	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	324
H0X1X8	H0X1X8_OTOGA	unreviewed	Uncharacterized protein	SELE	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	611
H0XF39	H0XF39_OTOGA	unreviewed	Uncharacterized protein	FLOT2	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	459
H0XBD5	H0XBD5_OTOGA	unreviewed	Uncharacterized protein	NPC1	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	1278
H0X8T2	H0X8T2_OTOGA	unreviewed	Uncharacterized protein (Fragment)	CXADR	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	366
H0Y0X6	H0Y0X6_OTOGA	unreviewed	Uncharacterized protein (Fragment)	NFAM1	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	240
H0WRX0	H0WRX0_OTOGA	unreviewed	Uncharacterized protein (Fragment)	TNFRSF1B	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	463
H0X8V6	H0X8V6_OTOGA	unreviewed	Uncharacterized protein (Fragment)	MYOF	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	2039
H0XGS0	H0XGS0_OTOGA	unreviewed	Uncharacterized protein	KIF18A	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	898
H0WI60	H0WI60_OTOGA	unreviewed	Uncharacterized protein (Fragment)	GRIP1	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	1016
H0WW44	H0WW44_OTOGA	unreviewed	Uncharacterized protein	THY1	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	161
H0WW30	H0WW30_OTOGA	unreviewed	Uncharacterized protein	CBL	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	905
H0X9Z8	H0X9Z8_OTOGA	unreviewed	Uncharacterized protein (Fragment)	HDAC6	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	1210
H0XDJ9	H0XDJ9_OTOGA	unreviewed	Uncharacterized protein	STX12	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	276
H0XC26	H0XC26_OTOGA	unreviewed	Uncharacterized protein	DAG1	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	895
H0X297	H0X297_OTOGA	unreviewed	Uncharacterized protein	TNF	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	235
H0XMN0	H0XMN0_OTOGA	unreviewed	Uncharacterized protein	RHOQ	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	205
H0WYV3	H0WYV3_OTOGA	unreviewed	Uncharacterized protein	STOML2	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	356
H0XZG6	H0XZG6_OTOGA	unreviewed	Uncharacterized protein (Fragment)	LAMTOR4	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	69
H0XB69	H0XB69_OTOGA	unreviewed	Uncharacterized protein (Fragment)	RFTN1	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	531
H0X4X7	H0X4X7_OTOGA	unreviewed	Uncharacterized protein	CLIP3	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	525
H0WZV6	H0WZV6_OTOGA	unreviewed	Uncharacterized protein (Fragment)	EGFR	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	1178
H0X8L0	H0X8L0_OTOGA	unreviewed	Uncharacterized protein	EPHB1	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	962
H0WGN1	H0WGN1_OTOGA	unreviewed	Uncharacterized protein	ADAM17	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	828
H0XQP2	H0XQP2_OTOGA	unreviewed	Uncharacterized protein (Fragment)	PACSIN2	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	506
H0WSP2	H0WSP2_OTOGA	unreviewed	Uncharacterized protein	FURIN	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	793
H0WS68	H0WS68_OTOGA	unreviewed	Uncharacterized protein	PPT1	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	306
H0X9M1	H0X9M1_OTOGA	unreviewed	Uncharacterized protein	SMO	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	786
H0X8V9	H0X8V9_OTOGA	unreviewed	Uncharacterized protein (Fragment)	LRP8	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	886
H0XEA0	H0XEA0_OTOGA	unreviewed	Uncharacterized protein (Fragment)	CD48	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	228
H0X3X4	H0X3X4_OTOGA	unreviewed	Uncharacterized protein	TRPC4	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	971
H0WJA4	H0WJA4_OTOGA	unreviewed	Nitric oxide synthase (EC 1.14.13.39)	NOS3	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	1205
H0WX01	H0WX01_OTOGA	unreviewed	Uncharacterized protein (Fragment)	BMPR2	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	1037
H0XT40	H0XT40_OTOGA	unreviewed	Uncharacterized protein	FAIM2	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	316
H0XF56	H0XF56_OTOGA	unreviewed	Uncharacterized protein (Fragment)	RANGRF	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	180
H0WR50	H0WR50_OTOGA	unreviewed	Uncharacterized protein	SULF1	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	864
H0XAY2	H0XAY2_OTOGA	unreviewed	Uncharacterized protein	TNR	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	1358
H0XPS4	H0XPS4_OTOGA	unreviewed	Uncharacterized protein	GHSR	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	365
H0X9K7	H0X9K7_OTOGA	unreviewed	Uncharacterized protein	ARID3A	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	614
H0WV32	H0WV32_OTOGA	unreviewed	Uncharacterized protein (Fragment)	CARD11	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	1154
H0WTL7	H0WTL7_OTOGA	unreviewed	Uncharacterized protein	MYO1C	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	1065
H0XC36	H0XC36_OTOGA	unreviewed	Uncharacterized protein	PIKFYVE	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	2102
H0X1M0	H0X1M0_OTOGA	unreviewed	Uncharacterized protein		Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	479
H0X314	H0X314_OTOGA	unreviewed	Uncharacterized protein	PAG1	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	426
H0WH48	H0WH48_OTOGA	unreviewed	Uncharacterized protein (Fragment)	TRPC1	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	810
H0X3R3	H0X3R3_OTOGA	unreviewed	Uncharacterized protein (Fragment)	CACNA1C	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	2005
H2P6Z5	H2P6Z5_PONAB	unreviewed	Uncharacterized protein (Fragment)	CYS1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	51
H2NG70	H2NG70_PONAB	unreviewed	Uncharacterized protein	KCNA5	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	602
H2P292	H2P292_PONAB	unreviewed	Uncharacterized protein	PTGIS	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	498
H2PS83	H2PS83_PONAB	unreviewed	Tyrosine-protein kinase (EC 2.7.10.2)	JAK2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1132
H2PA64	H2PA64_PONAB	unreviewed	Caveolin	CAV3	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	196
H2PPL6	H2PPL6_PONAB	unreviewed	Uncharacterized protein	DLC1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1515
Q5R9D0	Q5R9D0_PONAB	unreviewed	Putative uncharacterized protein DKFZp468E2325 (Fragment)	DKFZp468E2325	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	440
H2PR10	H2PR10_PONAB	unreviewed	Uncharacterized protein	ANGPT1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	498
H2PV85	H2PV85_PONAB	unreviewed	Uncharacterized protein	DMD	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	3618
H2PP55	H2PP55_PONAB	unreviewed	Hedgehog protein	SHH	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	460
H2NFK5	H2NFK5_PONAB	unreviewed	Uncharacterized protein	CBL	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	905
H2PQN0	H2PQN0_PONAB	unreviewed	Uncharacterized protein	PAG1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	376
H2NG77	H2NG77_PONAB	unreviewed	Uncharacterized protein	TNFRSF1A	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	454
H2NUG3	H2NUG3_PONAB	unreviewed	Uncharacterized protein	PECAM1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	738
H2PVJ8	H2PVJ8_PONAB	unreviewed	Uncharacterized protein	HDAC6	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1208
H2N8C2	H2N8C2_PONAB	unreviewed	Syntaxin-12	STX12	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	274
H2NJP3	H2NJP3_PONAB	unreviewed	Uncharacterized protein	STOML3	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	291
H2NJN8	H2NJN8_PONAB	unreviewed	Uncharacterized protein	TRPC4	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	893
H2N7C5	H2N7C5_PONAB	unreviewed	Uncharacterized protein	LRP8	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	955
H2P1V4	H2P1V4_PONAB	unreviewed	Uncharacterized protein	SRC	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	553
H2NVM7	H2NVM7_PONAB	unreviewed	Uncharacterized protein	SGCA	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	441
H2PRU3	H2PRU3_PONAB	unreviewed	Uncharacterized protein	STOML2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	356
H2NB16	H2NB16_PONAB	unreviewed	Uncharacterized protein	MYOF	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1936
H2NB75	H2NB75_PONAB	unreviewed	Uncharacterized protein	PI4K2A	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	479
H2PLW9	H2PLW9_PONAB	unreviewed	Large neutral amino acids transporter small subunit 2	LAT2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	244
H2PSY4	H2PSY4_PONAB	unreviewed	Uncharacterized protein	ABCA1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	2234
H2NWS1	H2NWS1_PONAB	unreviewed	Uncharacterized protein	ARID3A	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	553
H2NX99	H2NX99_PONAB	unreviewed	Tyrosine-protein kinase receptor (EC 2.7.10.1)	INSR	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1305
H2PNH3	H2PNH3_PONAB	unreviewed	Uncharacterized protein	SMO	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	789
H2PM35	H2PM35_PONAB	unreviewed	Uncharacterized protein	EGFR	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1210
K7EUC9	K7EUC9_PONAB	unreviewed	Uncharacterized protein	LRP6	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1000
H2NAH4	H2NAH4_PONAB	unreviewed	Uncharacterized protein (Fragment)	KCNMA1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	435
H2NFL0	H2NFL0_PONAB	unreviewed	Uncharacterized protein	THY1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	161
H2PW99	H2PW99_PONAB	unreviewed	Uncharacterized protein	BTK	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	659
K7ETK2	K7ETK2_PONAB	unreviewed	Uncharacterized protein	LRRK2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1560
H2NP73	H2NP73_PONAB	unreviewed	Uncharacterized protein	FURIN	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	794
H2NAY0	H2NAY0_PONAB	unreviewed	Uncharacterized protein	FAS	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	336
H2NRL7	H2NRL7_PONAB	unreviewed	Cadherin-13 (Fragment)	CDH13	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	700
H2PFX0	H2PFX0_PONAB	unreviewed	Uncharacterized protein	F2R	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	389
H2PAX8	H2PAX8_PONAB	unreviewed	Uncharacterized protein (Fragment)	TDGF1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	182
H2NVR0	H2NVR0_PONAB	unreviewed	Uncharacterized protein (Fragment)	PTRF	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	233
H2NSN3	H2NSN3_PONAB	unreviewed	Uncharacterized protein	RANGRF	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	186
H2NYJ4	H2NYJ4_PONAB	unreviewed	Uncharacterized protein	LOC100433550	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	547
H2PSS7	H2PSS7_PONAB	unreviewed	Uncharacterized protein	PTCH1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1429
K7EV44	K7EV44_PONAB	unreviewed	Uncharacterized protein	TRPC1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	793
H2N4J1	H2N4J1_PONAB	unreviewed	Uncharacterized protein	NPHS2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	383
H2N6F6	H2N6F6_PONAB	unreviewed	Uncharacterized protein	LAMTOR5	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	182
H2PP16	H2PP16_PONAB	unreviewed	Uncharacterized protein (Fragment)	NOS3	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	833
H2PBC6	H2PBC6_PONAB	unreviewed	Uncharacterized protein	RAB5A	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	215
H2NH87	H2NH87_PONAB	unreviewed	Protein lifeguard 2	FAIM2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	316
K7EV82	K7EV82_PONAB	unreviewed	Uncharacterized protein	CD79A	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	184
H2PII1	H2PII1_PONAB	unreviewed	Uncharacterized protein	TNF	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	233
H2N6W5	H2N6W5_PONAB	unreviewed	Uncharacterized protein (Fragment)	BCL10	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	263
H2NAP6	H2NAP6_PONAB	unreviewed	Hexokinase-1	HK1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	917
H2PN18	H2PN18_PONAB	unreviewed	Uncharacterized protein	CD36	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	472
H2NT54	H2NT54_PONAB	unreviewed	Uncharacterized protein	FLOT2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	428
H2P6B5	H2P6B5_PONAB	unreviewed	Uncharacterized protein	RHOQ	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	228
H2PGS5	H2PGS5_PONAB	unreviewed	Uncharacterized protein	CD14	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	343
H2PS01	H2PS01_PONAB	unreviewed	Uncharacterized protein (Fragment)	TEK	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1014
H2PBA1	H2PBA1_PONAB	unreviewed	Uncharacterized protein	TGFBR2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	592
H2NG98	H2NG98_PONAB	unreviewed	Uncharacterized protein	CD4	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	414
H2P2S8	H2P2S8_PONAB	unreviewed	Uncharacterized protein	LOC100936836	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	365
H2N922	H2N922_PONAB	unreviewed	Uncharacterized protein (Fragment)	TNFRSF1B	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	455
H2PT96	H2PT96_PONAB	unreviewed	Uncharacterized protein	STOM	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	288
H2PC06	H2PC06_PONAB	unreviewed	Uncharacterized protein	GHSR	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	366
H2NJ33	H2NJ33_PONAB	unreviewed	Uncharacterized protein (Fragment)	SCARB1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	471
H2PAN9	H2PAN9_PONAB	unreviewed	Hyaluronidase (EC 3.2.1.35) (Hyaluronoglucosaminidase)	HYAL2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	473
H2PDS9	H2PDS9_PONAB	unreviewed	Uncharacterized protein (Fragment)	HPSE	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	545
H2PCH2	H2PCH2_PONAB	unreviewed	Uncharacterized protein	DLG1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	922
H2N4L7	H2N4L7_PONAB	unreviewed	Uncharacterized protein	TNR	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1309
H2P8B8	H2P8B8_PONAB	unreviewed	Uncharacterized protein	BMPR2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1038
H2N4S3	H2N4S3_PONAB	unreviewed	Uncharacterized protein	SELE	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	601
H2P950	H2P950_PONAB	unreviewed	Uncharacterized protein	GPC1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	395
H2NPN4	H2NPN4_PONAB	unreviewed	Uncharacterized protein (Fragment)	CACNA1H	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	2011
H2PBP2	H2PBP2_PONAB	unreviewed	Uncharacterized protein	PLSCR1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	318
H2PUL5	H2PUL5_PONAB	unreviewed	Uncharacterized protein	ARID3C	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	313
H2NYZ1	H2NYZ1_PONAB	unreviewed	Uncharacterized protein	CD79A	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	227
H2N5F2	H2N5F2_PONAB	unreviewed	Uncharacterized protein	LAMTOR2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	125
H2P8G1	H2P8G1_PONAB	unreviewed	Uncharacterized protein	PIKFYVE	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	2088
H2NW18	H2NW18_PONAB	unreviewed	Uncharacterized protein	NPC1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1243
H2PQI6	H2PQI6_PONAB	unreviewed	Uncharacterized protein	SULF1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	868
H2N537	H2N537_PONAB	unreviewed	Uncharacterized protein	CD48	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	259
H2P5D7	H2P5D7_PONAB	unreviewed	Uncharacterized protein	MALL	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	152
H2NAD6	H2NAD6_PONAB	unreviewed	Uncharacterized protein	BMPR1A	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	532
H2NS48	H2NS48_PONAB	unreviewed	Uncharacterized protein	MYO1C	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1063
H2NRT5	H2NRT5_PONAB	unreviewed	Uncharacterized protein	CDH15	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	676
H2P529	H2P529_PONAB	unreviewed	Uncharacterized protein	MAL	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	153
H2P4N2	H2P4N2_PONAB	unreviewed	Uncharacterized protein	PACSIN2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	375
H2NG39	H2NG39_PONAB	unreviewed	Uncharacterized protein	CACNA1C	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	2160
H2N3V8	H2N3V8_PONAB	unreviewed	Uncharacterized protein	CD55	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	381
H2PLD1	H2PLD1_PONAB	unreviewed	Uncharacterized protein	CARD11	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1155
H2NJ53	H2NJ53_PONAB	unreviewed	Uncharacterized protein	STX2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	263
H2P701	H2P701_PONAB	unreviewed	Uncharacterized protein	ADAM17	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	725
H2PDZ2	H2PDZ2_PONAB	unreviewed	Ragulator complex protein LAMTOR3	LAMTOR3	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	124
H2P4M3	H2P4M3_PONAB	unreviewed	Uncharacterized protein	NFAM1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	218
H2NDU2	H2NDU2_PONAB	unreviewed	Uncharacterized protein	KIF18A	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	880
H2NHZ0	H2NHZ0_PONAB	unreviewed	Uncharacterized protein	GRIP1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1016
H2PBH8	H2PBH8_PONAB	unreviewed	Uncharacterized protein (Fragment)	EPHB1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1057
H2R8Z6	H2R8Z6_PANTR	unreviewed	Uncharacterized protein	CYS1	Pan troglodytes (Chimpanzee)	158
H2R8V6	H2R8V6_PANTR	unreviewed	Uncharacterized protein	PTGIS	Pan troglodytes (Chimpanzee)	497
H2QVN8	H2QVN8_PANTR	unreviewed	Uncharacterized protein	SHH	Pan troglodytes (Chimpanzee)	126
K7BWC2	K7BWC2_PANTR	unreviewed	Caveolin	CAV2	Pan troglodytes (Chimpanzee)	162
H2R900	H2R900_PANTR	unreviewed	Uncharacterized protein	ADAM17	Pan troglodytes (Chimpanzee)	824
H2Q594	H2Q594_PANTR	unreviewed	Uncharacterized protein	KCNA5	Pan troglodytes (Chimpanzee)	602
H2QM01	H2QM01_PANTR	unreviewed	Caveolin	CAV3	Pan troglodytes (Chimpanzee)	151
H2QVS0	H2QVS0_PANTR	unreviewed	Uncharacterized protein	DLC1	Pan troglodytes (Chimpanzee)	1526
H2RE35	H2RE35_PANTR	unreviewed	Uncharacterized protein	PTRF	Pan troglodytes (Chimpanzee)	380
H2QVM2	H2QVM2_PANTR	unreviewed	Nitric oxide synthase (EC 1.14.13.39)	NOS3	Pan troglodytes (Chimpanzee)	1203
H2R9I6	H2R9I6_PANTR	unreviewed	Uncharacterized protein (Fragment)	SGCA	Pan troglodytes (Chimpanzee)	376
H2QBR2	H2QBR2_PANTR	unreviewed	Uncharacterized protein (Fragment)	CDH15	Pan troglodytes (Chimpanzee)	694
H2Q5W0	H2Q5W0_PANTR	unreviewed	Uncharacterized protein	FAIM2	Pan troglodytes (Chimpanzee)	316
H2QX37	H2QX37_PANTR	unreviewed	Uncharacterized protein	TEK	Pan troglodytes (Chimpanzee)	1123
H2R5A8	H2R5A8_PANTR	unreviewed	Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein) (Fragment)	LOC101059122	Pan troglodytes (Chimpanzee)	374
H2Q9S7	H2Q9S7_PANTR	unreviewed	Uncharacterized protein	ARID3A	Pan troglodytes (Chimpanzee)	485
H2Q765	H2Q765_PANTR	unreviewed	Uncharacterized protein	SCARB1	Pan troglodytes (Chimpanzee)	552
H2QBL4	H2QBL4_PANTR	unreviewed	Uncharacterized protein	CDH13	Pan troglodytes (Chimpanzee)	760
H2Q573	H2Q573_PANTR	unreviewed	Uncharacterized protein	CACNA1C	Pan troglodytes (Chimpanzee)	2186
H2Q7G0	H2Q7G0_PANTR	unreviewed	Uncharacterized protein	STOML3	Pan troglodytes (Chimpanzee)	291
H2RB07	H2RB07_PANTR	unreviewed	T-cell surface glycoprotein CD4	CD4	Pan troglodytes (Chimpanzee)	458
H2QGF1	H2QGF1_PANTR	unreviewed	Uncharacterized protein	CD79A	Pan troglodytes (Chimpanzee)	226
K7CTH9	K7CTH9_PANTR	unreviewed	B-cell CLL/lymphoma 10	BCL10	Pan troglodytes (Chimpanzee)	317
H2PY20	H2PY20_PANTR	unreviewed	Uncharacterized protein (Fragment)	TNFRSF1B	Pan troglodytes (Chimpanzee)	435
H2QIJ1	H2QIJ1_PANTR	unreviewed	Uncharacterized protein	MALL	Pan troglodytes (Chimpanzee)	153
H2Q5A0	H2Q5A0_PANTR	unreviewed	Uncharacterized protein	TNFRSF1A	Pan troglodytes (Chimpanzee)	282
H2PZM3	H2PZM3_PANTR	unreviewed	Uncharacterized protein	LAMTOR5	Pan troglodytes (Chimpanzee)	173
H2QF61	H2QF61_PANTR	unreviewed	Tyrosine-protein kinase receptor (EC 2.7.10.1) (Fragment)	INSR	Pan troglodytes (Chimpanzee)	1374
H2Q0N5	H2Q0N5_PANTR	unreviewed	Uncharacterized protein	TNR	Pan troglodytes (Chimpanzee)	1358
H2R6Q2	H2R6Q2_PANTR	unreviewed	Uncharacterized protein (Fragment)	ARID3C	Pan troglodytes (Chimpanzee)	306
H2QZF5	H2QZF5_PANTR	unreviewed	Uncharacterized protein	TGFBR2	Pan troglodytes (Chimpanzee)	592
