DB	ID	Symbol	Qualifier	GO ID	GO Name	Aspect	Evidence	Reference	With	Taxon	Date	Source	Splice
UniProtKB	H9GIW6	LAMTOR3	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000424183	28377	20140315	Ensembl	-
UniProtKB	H9GJG7	MALL	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000272462	28377	20140315	Ensembl	-
UniProtKB	H9GJM8	BCL10	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000029842	28377	20140315	Ensembl	-
UniProtKB	H9GKS8	STX2	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000031378	28377	20140315	Ensembl	-
UniProtKB	H9GL43	LAMTOR1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000002	InterPro:IPR028209	28377	20140315	InterPro	-
UniProtKB	H9GL43	LAMTOR1	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000002	InterPro:IPR028209	28377	20140315	InterPro	-
UniProtKB	H9GL43	LAMTOR1	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000278671	28377	20140315	Ensembl	-
UniProtKB	H9GLF0	BMPR1A	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000361107	28377	20140315	Ensembl	-
UniProtKB	H9GLK5	SCARB1	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000083242	28377	20140315	Ensembl	-
UniProtKB	H9GLV5	CD79A	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000003469	28377	20140315	Ensembl	-
UniProtKB	H9GMM4	KIF18A	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000263181	28377	20140315	Ensembl	-
UniProtKB	H9GNT9	CDH15	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000034443	28377	20140315	Ensembl	-
UniProtKB	H9GP43	FLOT1	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000001569	28377	20140315	Ensembl	-
UniProtKB	H9GP43	FLOT1	-	GO:0016600	flotillin complex	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000001569	28377	20140315	Ensembl	-
UniProtKB	H9GP43	FLOT1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000001569	28377	20140315	Ensembl	-
UniProtKB	H9GP43	FLOT1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000365569	28377	20140315	Ensembl	-
UniProtKB	H9GPJ1	STX12	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000363054	28377	20140315	Ensembl	-
UniProtKB	H9GSU3	RANGRF	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000226105	28377	20140315	Ensembl	-
UniProtKB	H9GV00	ARID3C	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000368189	28377	20140315	Ensembl	-
UniProtKB	H9GZW8	ARID3A	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000263620	9796	20140315	Ensembl	-
UniProtKB	H9H0V9	NOS3	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000297494	9103	20140315	Ensembl	-
UniProtKB	H9H142	LAMTOR1	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000278671	9103	20140315	Ensembl	-
UniProtKB	H9H6E2	HK1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000111946	13616	20140315	Ensembl	-
UniProtKB	H9H966	DLG1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000064280	13616	20140315	Ensembl	-
UniProtKB	H9H9W6	LOC100584598	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000357025	61853	20140315	Ensembl	-
UniProtKB	H9JVB7	-	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	7091	20140315	UniProt	-
UniProtKB	H9K691	LOC408310	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	7460	20140315	UniProt	-
UniProtKB	H9KVL7	PTGIS	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000244043	9483	20140315	Ensembl	-
UniProtKB	H9KZ20	HYAL2	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000010191	9031	20140315	Ensembl	-
UniProtKB	I0AY29	KCNMA1	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000385806	10141	20140315	Ensembl	-
UniProtKB	I0FQD7	RHOQ	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000024956	9544	20140315	Ensembl	-
UniProtKB	I1FIT2	-	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	400682	20140315	UniProt	-
UniProtKB	I1GCV7	LOC100635135	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000002	InterPro:IPR028209	400682	20140315	InterPro	-
UniProtKB	I1GCV7	LOC100635135	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000002	InterPro:IPR028209	400682	20140315	InterPro	-
UniProtKB	I1GEX7	LOC100632316	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	400682	20140315	UniProt	-
UniProtKB	I1GEX8	-	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	400682	20140315	UniProt	-
UniProtKB	I1RMZ9	FG05355.1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000002	InterPro:IPR028209	229533	20140315	InterPro	-
UniProtKB	I1RMZ9	FG05355.1	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000002	InterPro:IPR028209	229533	20140315	InterPro	-
UniProtKB	I1SRC5	-	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000012588	9606	20140315	Ensembl	-
UniProtKB	I2H8I0	TBLA0I00170	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000002	InterPro:IPR028209	1071380	20140315	InterPro	-
UniProtKB	I2H8I0	TBLA0I00170	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000002	InterPro:IPR028209	1071380	20140315	InterPro	-
UniProtKB	I2HAL2	cav-1	-	GO:0005901	caveola	Component	TAS	PMID:10559886	-	6239	20100518	WormBase	-
UniProtKB	I3J7R5	LOC100709440	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	8128	20140315	UniProt	-
UniProtKB	I3J7R7	LOC100709711	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	8128	20140315	UniProt	-
UniProtKB	I3J8L4	LOC100709253	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	8128	20140315	UniProt	-
UniProtKB	I3JRE7	LOC100691279	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	8128	20140315	UniProt	-
UniProtKB	I3KJ12	LOC100711488	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000002	InterPro:IPR028209	8128	20140315	InterPro	-
UniProtKB	I3KJ12	LOC100711488	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000002	InterPro:IPR028209	8128	20140315	InterPro	-
UniProtKB	I3KS05	LOC100693678	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	8128	20140315	UniProt	-
UniProtKB	I3KS06	LOC100693947	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	8128	20140315	UniProt	-
UniProtKB	I3L168	MYO1C	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000028929	9606	20140315	Ensembl	-
UniProtKB	I3L1A9	UMOD	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000021027	9606	20140315	Ensembl	-
UniProtKB	I3L1M3	UMOD	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000021027	9606	20140315	Ensembl	-
UniProtKB	I3L204	MYO1C	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000028929	9606	20140315	Ensembl	-
UniProtKB	I3L2J2	UMOD	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000021027	9606	20140315	Ensembl	-
UniProtKB	I3L3F5	MYO1C	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000028929	9606	20140315	Ensembl	-
UniProtKB	I3L3Y6	MYO1C	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000028929	9606	20140315	Ensembl	-
UniProtKB	I3L4B0	UMOD	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000021027	9606	20140315	Ensembl	-
UniProtKB	I3L4D4	MYO1C	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000028929	9606	20140315	Ensembl	-
UniProtKB	I3L4Y6	UMOD	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000021027	9606	20140315	Ensembl	-
UniProtKB	I3L569	LAT2	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000420494	9823	20140315	Ensembl	-
UniProtKB	I3L7S2	PPP2R1B	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000311344	9823	20140315	Ensembl	-
UniProtKB	I3LD20	DAG1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000130626	9823	20140315	Ensembl	-
UniProtKB	I3LEZ7	HDAC6	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000334061	9823	20140315	Ensembl	-
UniProtKB	I3LFS8	FLOT2	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000072136	9823	20140315	Ensembl	-
UniProtKB	I3LFS8	FLOT2	-	GO:0016600	flotillin complex	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000072136	9823	20140315	Ensembl	-
UniProtKB	I3LFS8	FLOT2	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000072136	9823	20140315	Ensembl	-
UniProtKB	I3LGS7	-	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000353732	9823	20140315	Ensembl	-
UniProtKB	I3LHT9	STX12	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000363054	9823	20140315	Ensembl	-
UniProtKB	I3LI35	-	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000385806	9823	20140315	Ensembl	-
UniProtKB	I3LIL4	MYO1C	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000352834	9823	20140315	Ensembl	-
UniProtKB	I3LJL8	-	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000334153	9823	20140315	Ensembl	-
UniProtKB	I3LLF1	IRS1	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000304895	9823	20140315	Ensembl	-
UniProtKB	I3LP81	TNFRSF1B	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000030336	9823	20140315	Ensembl	-
UniProtKB	I3LP81	TNFRSF1B	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000365435	9823	20140315	Ensembl	-
UniProtKB	I3LP92	RANGRF	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000226105	9823	20140315	Ensembl	-
UniProtKB	I3LR74	RAB5A	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000017975	9823	20140315	Ensembl	-
UniProtKB	I3LT47	DMD	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000109633	9823	20140315	Ensembl	-
UniProtKB	I3LUB6	TDGF1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000296145	9823	20140315	Ensembl	-
UniProtKB	I3LVF2	PTCH1	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000332353	9823	20140315	Ensembl	-
UniProtKB	I3MKS8	CAV3	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	43179	20140315	UniProt	-
UniProtKB	I3MTE9	CAV1	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	43179	20140315	UniProt	-
UniProtKB	I3N4J8	-	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000002	InterPro:IPR028209	43179	20140315	InterPro	-
UniProtKB	I3N4J8	-	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000002	InterPro:IPR028209	43179	20140315	InterPro	-
UniProtKB	I3NBI3	-	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000002	InterPro:IPR028209	43179	20140315	InterPro	-
UniProtKB	I3NBI3	-	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000002	InterPro:IPR028209	43179	20140315	InterPro	-
UniProtKB	I3NDE2	CAV2	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	43179	20140315	UniProt	-
UniProtKB	I3PWW5	-	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000268171	9913	20140315	Ensembl	-
UniProtKB	I6LI22	CD4	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000024044	9669	20140315	Ensembl	-
UniProtKB	I7G836	-	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	9541	20140315	UniProt	-
UniProtKB	I7GJT1	-	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	9541	20140315	UniProt	-
UniProtKB	J3KIU8	CIMG_01187	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000002	InterPro:IPR028209	246410	20140315	InterPro	-
UniProtKB	J3KIU8	CIMG_01187	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000002	InterPro:IPR028209	246410	20140315	InterPro	-
UniProtKB	J3KPR9	SLC6A4	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000004717	9606	20140315	Ensembl	-
UniProtKB	J3KRP7	PRKCZ	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000021285	9606	20140315	Ensembl	-
UniProtKB	J3P5X7	GGTG_08917	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000002	InterPro:IPR028209	644352	20140315	InterPro	-
UniProtKB	J3P5X7	GGTG_08917	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000002	InterPro:IPR028209	644352	20140315	InterPro	-
UniProtKB	J3QLJ3	PLLP	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000022277	9606	20140315	Ensembl	-
UniProtKB	J3QMT8	Kcnma1	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000385806	10090	20140315	Ensembl	-
UniProtKB	J3QPV2	Dlc1	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000276297	10090	20140315	Ensembl	-
UniProtKB	J3QQJ6	DCC	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000063072	9606	20140315	Ensembl	-
UniProtKB	J4W6Z2	BBA_05031	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000002	InterPro:IPR028209	655819	20140315	InterPro	-
UniProtKB	J4W6Z2	BBA_05031	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000002	InterPro:IPR028209	655819	20140315	InterPro	-
UniProtKB	J5P625	YKR007W	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000002	InterPro:IPR028209	226230	20140315	InterPro	-
UniProtKB	J5P625	YKR007W	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000002	InterPro:IPR028209	226230	20140315	InterPro	-
UniProtKB	J7RFL9	KNAG0A06890	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000002	InterPro:IPR028209	1071383	20140315	InterPro	-
UniProtKB	J7RFL9	KNAG0A06890	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000002	InterPro:IPR028209	1071383	20140315	InterPro	-
UniProtKB	J8Q2P1	SU7_2044	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000002	InterPro:IPR028209	1160507	20140315	InterPro	-
UniProtKB	J8Q2P1	SU7_2044	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000002	InterPro:IPR028209	1160507	20140315	InterPro	-
UniProtKB	J9ELZ3	WUBG_05579	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	6293	20140315	UniProt	-
UniProtKB	J9JIK9	JAK2	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000064394	9823	20140315	Ensembl	-
UniProtKB	J9JIK9	JAK2	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000064394	9823	20140315	Ensembl	-
UniProtKB	J9JIM1	SCARB1	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000083242	9823	20140315	Ensembl	-
UniProtKB	J9MU42	FOXG_06431	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000002	InterPro:IPR028209	426428	20140315	InterPro	-
UniProtKB	J9MU42	FOXG_06431	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000002	InterPro:IPR028209	426428	20140315	InterPro	-
UniProtKB	J9NTG7	CD55	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000316333	9615	20140315	Ensembl	-
UniProtKB	J9NUL0	MYO1C	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000352834	9615	20140315	Ensembl	-
UniProtKB	J9NWB7	KCNA5	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000252321	9615	20140315	Ensembl	-
UniProtKB	J9NXZ3	LAMTOR5	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000256644	9615	20140315	Ensembl	-
UniProtKB	J9NY23	LAMTOR3	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000424183	9615	20140315	Ensembl	-
UniProtKB	J9NYK0	SHH	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000002708	9615	20140315	Ensembl	-
UniProtKB	J9P3L8	LAMTOR2	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000357288	9615	20140315	Ensembl	-
UniProtKB	J9P5Q6	CD48	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000357025	9615	20140315	Ensembl	-
UniProtKB	J9P7X2	THY1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000110489	9615	20140315	Ensembl	-
UniProtKB	J9P923	PTRF	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000349541	9615	20140315	Ensembl	-
UniProtKB	J9PH39	TNFRSF1A	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000032491	9606	20140315	Ensembl	-
UniProtKB	J9PH39	TNFRSF1A	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000042371	9606	20140315	Ensembl	-
UniProtKB	K1PE43	CGI_10002741	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1PZZ4	CGI_10002738	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1Q3P1	CGI_10028712	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1Q9T8	CGI_10007940	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1QAH1	CGI_10007722	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1QAV2	CGI_10009075	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1QB26	CGI_10028713	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1QHV4	CGI_10007941	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1QIU5	CGI_10028709	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1QIU8	CGI_10028714	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1QPH4	CGI_10007942	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1QPL0	CGI_10018651	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1QQI7	CGI_10028710	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1QQJ2	CGI_10028715	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1QWS2	CGI_10022684	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1QY15	CGI_10021193	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1R3T1	CGI_10022685	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1RAQ0	CGI_10028711	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1RAQ3	CGI_10028716	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1S358	CGI_10026466	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	29159	20140315	UniProt	-
UniProtKB	K1WM26	MBM_08152	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000002	InterPro:IPR028209	1072389	20140315	InterPro	-
UniProtKB	K1WM26	MBM_08152	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000002	InterPro:IPR028209	1072389	20140315	InterPro	-
UniProtKB	K2S4Z0	MPH_11311	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000002	InterPro:IPR028209	1126212	20140315	InterPro	-
UniProtKB	K2S4Z0	MPH_11311	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000002	InterPro:IPR028209	1126212	20140315	InterPro	-
UniProtKB	K3VYE6	FPSE_09268	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000002	InterPro:IPR028209	1028729	20140315	InterPro	-
UniProtKB	K3VYE6	FPSE_09268	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000002	InterPro:IPR028209	1028729	20140315	InterPro	-
UniProtKB	K3W4Q8	Bsg	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000011275	10090	20140315	Ensembl	-
UniProtKB	K4HGV1	GHSR	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000241256	28377	20140315	Ensembl	-
UniProtKB	K4HTW9	CACNA1H	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000077586	9031	20140315	Ensembl	-
UniProtKB	K4JYE8	P2RX1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000024068	9606	20140315	Ensembl	-
UniProtKB	K4K1I8	P2RX7	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSRNOP00000001746	9606	20140315	Ensembl	-
UniProtKB	K7B0S8	TRPC4	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000029311	9598	20140315	Ensembl	-
UniProtKB	K7B0S8	TRPC4	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000029311	9598	20140315	Ensembl	-
UniProtKB	K7B763	SRC	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000362680	9598	20140315	Ensembl	-
UniProtKB	K7BID5	TNFRSF1A	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000032491	9598	20140315	Ensembl	-
UniProtKB	K7BTC1	TNFRSF1B	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000030336	9598	20140315	Ensembl	-
UniProtKB	K7BTC1	TNFRSF1B	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000365435	9598	20140315	Ensembl	-
UniProtKB	K7BUZ8	CAV1	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	9598	20140315	UniProt	-
UniProtKB	K7BUZ8	CAV1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000007799	9598	20140315	Ensembl	-
UniProtKB	K7BUZ8	CAV1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000339191	9598	20140315	Ensembl	-
UniProtKB	K7BWC2	CAV2	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	9598	20140315	UniProt	-
UniProtKB	K7CPH1	CAV2	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	9598	20140315	UniProt	-
UniProtKB	K7CPH1	CAV2	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000222693	9598	20140315	Ensembl	-
